"#Data was processed in Genespring 11.5.1.  Note filtering was not the same for CSM data as for YPD data, so number of probes differs.  Also, fold changes are NOT log2."																							
	"gal11-myc med3? vs BY4741, YPD"				"gal11? med3? vs BY4741, YPD"					"gal11-myc med3? vs BY4741, CSM"					"gal11? med3? vs BY4741, CSM"					"BY4741 vs BY4742, YPD"			
Probe Set ID	p-value	Corrected p-value	Fold change		Probe Set ID	p-value	Corrected p-value	Fold change		Probe Set ID	p-value	Corrected p-value	Fold change		Probe Set ID	p-value	Corrected p-value	Fold change		Probe Set ID	p-value	Corrected p-value	Fold change
1775815_at	0.73594177	0.8665604	-1.0407424		1775813_at	0.71694463	0.8357245	-1.0404458		1776266_at	0.8614304	0.9250896	1.0181558		1776266_at	0.00585772	0.039223753	-1.1299969		1775794_at	0.35201856	0.6525371	-1.1189837
1775814_at	0.030460797	0.15976794	1.3292896		1775812_at	0.4458063	0.63406605	-1.0865289		1776265_at	0.42480946	0.6168394	-1.0385636		1776265_at	0.051946912	0.1905592	1.1081918		1775793_at	0.66370624	0.8388285	1.0501755
1775813_at	0.5914541	0.7795299	1.0505981		1775811_at	0.47914115	0.6617994	-1.0677022		1776264_at	0.20938416	0.39601076	-1.1141989		1776264_at	0.27387783	0.5291395	-1.0884848		1775791_at	0.4138789	0.6904615	-1.0662395
1775812_at	0.2042123	0.449578	-1.1089807		1775810_at	0.009180594	0.058663826	-3.23122		1776263_at	0.3797272	0.57638454	1.0278668		1776263_at	0.78523993	0.90106994	1.0251222		1775789_at	0.14621131	0.50986063	-1.2214345
1775811_at	0.2517279	0.5006045	-1.1130618		1775809_at	0.20102149	0.3985547	-1.0624369		1776262_at	0.01446796	0.052283686	-1.1364489		1776262_at	6.81E-05	0.002630469	-1.9745847		1775787_at	0.67419714	0.8437152	-1.0252274
1775810_at	0.14124468	0.37012732	-2.1951127		1775808_at	0.003388467	0.034900494	1.7014941		1776261_at	0.5753221	0.7380115	-1.0497925		1776261_at	0.9440904	0.97826636	-1.0034544		1775786_at	0.29617596	0.6090868	1.1216038
1775809_at	0.010591583	0.093235366	-1.1657716		1775807_at	0.12218532	0.29147682	-1.1316806		1776260_at	0.023570599	0.07645577	1.3051959		1776260_at	0.96879095	0.9885105	-1.0057763		1775784_at	0.24318926	0.5687575	-1.0821927
1775808_at	0.001152306	0.036192104	1.7031405		1775806_at	0.5460435	0.7164208	-1.0579168		1776259_at	0.7429499	0.8508653	-1.0309829		1776259_at	0.7936774	0.9052602	-1.0203191		1775782_at	0.97383267	0.9870645	1.001964
1775807_at	0.04636285	0.20518209	-1.0957267		1775805_at	0.5246045	0.6991231	1.0636393		1776258_at	7.39E-05	0.001292529	-1.1247345		1776258_at	4.29E-04	0.007419005	-1.4847673		1775781_at	0.3308324	0.63789904	1.0651593
1775806_at	0.39767966	0.63702625	-1.0751557		1775804_at	0.49126813	0.6724994	1.0602177		1776257_at	2.39E-06	3.18E-04	-1.9897285		1776257_at	8.18E-06	0.001040042	-2.3849921		1775780_at	0.053624958	0.5033901	-1.0658672
1775805_at	0.6990268	0.845887	-1.0612448		1775802_at	0.524697	0.6991231	1.0928932		1776256_at	0.3405701	0.5402116	-1.1207356		1776256_at	0.34587848	0.5950504	-1.0683832		1775779_at	0.15667118	0.5122696	-1.091087
1775804_at	0.74511385	0.8703765	-1.0225003		1775801_at	0.101390496	0.25951108	1.153278		1776255_at	0.331959	0.53166705	1.0749778		1776255_at	0.024504043	0.112749554	1.1263436		1775778_at	0.6322132	0.82431346	-1.0430446
1775802_at	0.042248845	0.19509126	1.2441908		1775800_at	0.34002396	0.5432643	-1.073416		1776254_at	0.14700289	0.31048465	1.1551397		1776254_at	0.7274423	0.8699376	1.024873		1775776_at	0.69762844	0.85727906	1.0254668
1775801_at	0.98948324	0.99539703	1.0006372		1775799_at	9.28E-04	0.018414347	-1.4573683		1776253_at	0.082489505	0.20578964	-1.0790222		1776253_at	0.07047355	0.23458269	-1.0893735		1775775_at	0.070525624	0.5033901	-1.4067273
1775800_at	0.677323	0.8321452	-1.0433486		1775798_at	0.027503997	0.114611655	-1.0574511		1776252_at	0.60030156	0.75707966	-1.0565984		1776252_at	0.1108169	0.31438398	-1.063796		1775774_at	0.47204614	0.7311167	1.0965276
1775799_at	0.00259544	0.050036013	-1.3174158		1775797_at	0.002453228	0.029432746	1.5606772		1776251_at	0.9324924	0.9646229	1.0131236		1776251_at	0.21125652	0.45770755	-1.1365153		1775773_at	0.8645907	0.9379244	1.0132065
1775798_at	0.2868873	0.5357409	-1.0845224		1775796_at	0.3605097	0.5619917	-1.084161		1776250_at	0.5442403	0.71346664	-1.0877186		1776250_at	0.6893033	0.84770095	1.044676		1775772_at	0.7886506	0.90376794	-1.0115095
1775797_at	0.014617271	0.11097838	1.3779802		1775795_at	0.6493707	0.79060256	-1.0353112		1776249_at	0.15164514	0.31692064	-1.0741131		1776249_at	0.039521948	0.15706354	-1.104887		1775771_at	0.07712872	0.5033901	-1.3256546
1775796_at	0.7074698	0.85099506	-1.0234622		1775794_at	0.3548833	0.5565473	-1.0986286		1776248_at	0.001996285	0.011644789	1.3786947		1776248_at	0.001040335	0.012631978	1.478259		1775769_at	0.24419916	0.56975925	-1.2130793
1775795_at	0.43145934	0.6655331	-1.0723311		1775791_at	0.009520501	0.06004568	1.3413571		1776247_at	0.24744067	0.44234118	1.1598883		1776247_at	0.49420854	0.72097635	1.0457629		1775767_at	0.14277823	0.50712955	1.0868995
1775794_at	0.55855155	0.7562213	-1.0357834		1775789_at	0.2102221	0.40936399	1.0865902		1776246_at	0.19459891	0.37671867	1.0679125		1776246_at	0.7737596	0.89542335	1.0228688		1775766_at	0.0710014	0.5033901	1.4754666
1775792_at	0.5438182	0.7470756	-1.1001313		1775787_at	0.94678783	0.9725925	1.0037439		1776245_at	0.3306234	0.530551	-1.105526		1776245_at	0.93177813	0.9724384	-1.015704		1775765_at	0.64145523	0.8285778	-1.0772431
1775791_at	0.003143431	0.05416917	1.1498694		1775786_at	0.4383877	0.6281128	1.089997		1776244_at	0.001929822	0.011382514	1.3008887		1776244_at	0.002964891	0.024564309	1.2642833		1775764_at	0.17699805	0.5232207	-1.1276295
1775789_at	0.005639955	0.0672312	1.2568532		1775785_at	0.3024032	0.5073251	1.0630693		1776243_at	0.030295944	0.093365505	-1.1272278		1776243_at	0.94411707	0.97826636	1.0028923		1775763_at	0.1878093	0.5281193	-1.1171594
1775788_at	0.70049953	0.8464173	1.0228615		1775784_at	0.1153894	0.28106502	-1.2090017		1776242_at	0.18021089	0.3569593	-1.1018476		1776242_at	0.05796456	0.2072764	-1.1728377		1775762_at	0.11045401	0.5033901	-1.0897441
1775787_at	0.79932195	0.9008406	-1.0242709		1775783_at	0.9794858	0.9884554	-1.0022227		1776241_at	2.73E-04	0.002901661	1.4947366		1776241_at	1.85E-04	0.004519752	1.7750714		1775761_at	0.2848287	0.5995317	-1.0806911
1775786_at	0.32445928	0.5731376	1.1112756		1775781_at	0.005184463	0.042910695	2.285526		1776240_at	0.59634984	0.75418484	-1.0348862		1776240_at	0.5683951	0.7708391	1.035817		1775760_at	0.20132996	0.53726625	-1.0626732
1775784_at	0.022997197	0.14028192	-1.262942		1775780_at	0.3908231	0.5889275	-1.0885079		1776239_at	0.39157608	0.58747166	-1.0243089		1776239_at	0.5041095	0.72683483	-1.0121709		1775759_at	0.52018535	0.76001567	-1.0144819
1775783_at	0.15894257	0.39582658	-1.051418		1775779_at	0.124601334	0.29450753	-1.1889026		1776238_at	0.014857259	0.053275302	-1.1961871		1776238_at	0.81515396	0.9166216	-1.0415618		1775758_at	0.73687345	0.878242	1.0075971
1775781_at	0.001426526	0.03984545	2.4360678		1775778_at	0.08100552	0.22465715	1.163781		1776237_at	0.72378075	0.8406318	1.0077732		1776237_at	0.2457281	0.4977984	1.0352354		1775757_at	0.072730504	0.5033901	1.211602
1775780_at	0.27353016	0.52301604	-1.1133159		1775776_at	0.004500795	0.040314324	1.280815		1776236_at	0.36164013	0.5594569	-1.0989655		1776236_at	0.1582066	0.38738108	-1.1273142		1775756_at	0.4108725	0.6883882	1.213353
1775779_at	0.36916953	0.61365604	1.025684		1775775_at	0.05181746	0.16960639	-1.4430419		1776235_at	0.020467373	0.068630695	-1.0488524		1776235_at	0.007341945	0.046074156	-1.2482387		1775754_at	0.2610501	0.5825581	-1.1585355
1775778_at	0.50003386	0.7154151	1.044567		1775774_at	0.909092	0.9513043	-1.0134368		1776234_at	0.30644897	0.50484526	1.022998		1776234_at	0.22581238	0.47620177	1.0711793		1775753_at	0.59593236	0.80540067	-1.0620626
1775776_at	0.058859173	0.2304673	1.1788769		1775773_at	0.23416834	0.43802363	-1.2230757		1776233_at	0.06971922	0.18209647	-1.0597134		1776233_at	0.002101127	0.019828249	-1.3683013		1775752_at	0.7371681	0.87844414	1.038233
1775775_at	0.3157674	0.5652996	-1.1907607		1775772_at	0.48815873	0.6695901	-1.0594118		1776232_at	0.004327924	0.020761875	-1.3415698		1776232_at	0.099625185	0.29305628	1.5513313		1775751_at	0.30652463	0.61636126	1.0586286
1775774_at	0.3195505	0.568322	-1.1400826		1775771_at	0.02310179	0.10352039	-1.435663		1776231_at	0.42598003	0.61779827	1.0357407		1776231_at	0.98740375	0.99486893	-1.0007688		1775750_at	0.04265464	0.5033901	-1.2778821
1775773_at	0.44517916	0.675959	-1.1389312		1775769_at	0.15964445	0.34334004	-1.2816452		1776230_at	0.22650807	0.41918376	1.0939102		1776230_at	0.85801786	0.9370108	1.0078127		1775749_at	0.21564546	0.545434	1.1193932
1775772_at	0.75120676	0.8740959	1.0314871		1775767_at	0.007384621	0.051696137	1.3420507		1776229_at	0.52875936	0.7021051	1.0452856		1776229_at	0.3408503	0.59142774	1.212396		1775748_at	0.36227858	0.6587789	1.1168365
1775771_at	0.026505059	0.14855285	-1.4295725		1775766_at	0.5561431	0.7239712	1.1356351		1776228_at	0.006865847	0.029527737	1.3203443		1776228_at	0.013322246	0.071611166	1.4872385		1775747_at	0.23167838	0.5588809	-1.1062962
1775769_at	0.9340265	0.96988475	1.0109645		1775765_at	0.007259679	0.051393088	-2.1257646		1776227_at	5.33E-04	0.004492655	1.1924025		1776227_at	0.005814774	0.038993746	1.271056		1775746_at	0.007029133	0.5033901	-1.1360545
1775767_at	0.004039029	0.057202026	1.0978543		1775764_at	0.6005454	0.7570185	-1.052669		1776226_at	0.004025901	0.019675782	-1.1952964		1776226_at	0.18628137	0.425519	-1.0755473		1775745_at	0.17373878	0.5226033	1.0624758
1775766_at	0.96295595	0.98264486	-1.0100731		1775763_at	0.251289	0.4553976	-1.1161293		1776225_at	0.01031973	0.04026866	-1.052455		1776225_at	0.085720174	0.26589558	1.0603089		1775744_at	0.1301105	0.5036099	1.866225
1775765_at	0.74922514	0.8731044	1.0861398		1775762_at	0.007664937	0.05285651	-1.2469682		1776224_at	0.94977826	0.9745036	-1.0028493		1776224_at	0.7066695	0.85767263	-1.0460318		1775742_at	0.063931145	0.5033901	1.3884325
1775764_at	0.48665336	0.70525914	-1.0490043		1775761_at	0.6491826	0.79054946	-1.0305701		1776223_at	0.2601709	0.45621753	1.0173635		1776223_at	0.036617927	0.14876774	-1.0757962		1775741_at	0.7821651	0.9001376	-1.0202466
1775763_at	0.6307188	0.80556345	-1.0419805		1775760_at	0.40621617	0.602159	-1.035675		1776222_at	0.85278046	0.9188202	1.0185683		1776222_at	0.79437286	0.90567625	1.0212197		1775740_at	0.10589813	0.5033901	1.3942418
1775762_at	0.39920363	0.6383103	-1.0441678		1775759_at	0.012287737	0.06991274	1.182833		1776221_at	0.26820004	0.4638218	-1.0620774		1776221_at	0.11614482	0.32419685	1.05396		1775739_at	0.26219958	0.5834134	-1.1869489
1775761_at	0.94146603	0.97281617	1.0061204		1775758_at	0.016993089	0.085627735	1.1808072		1776220_at	0.31729096	0.5170463	1.0310681		1776220_at	0.3870313	0.6324926	1.0887982		1775738_at	0.5867162	0.799632	-1.1505426
1775760_at	0.17031692	0.40972742	1.0503199		1775757_at	0.007667666	0.05285651	1.601118		1776219_at	0.6891603	0.8184642	1.0436473		1776219_at	0.3098675	0.56324553	1.1172861		1775737_at	0.06874142	0.5033901	-1.3336148
1775759_at	8.54E-05	0.018634412	1.3099982		1775756_at	0.93426704	0.965093	1.0223068		1776218_at	1.88E-05	6.73E-04	1.267056		1776218_at	3.18E-05	0.001928473	-12.049779		1775736_at	0.20238622	0.5387261	-1.2355752
1775758_at	0.002891476	0.052701488	1.1141797		1775754_at	0.08192952	0.22638905	1.3090838		1776217_at	0.1501086	0.3146777	1.0771191		1776217_at	0.82008433	0.9193559	-1.0302346		1775735_x_at	0.2019297	0.53816795	-1.2063906
1775757_at	0.019139709	0.12785284	1.4733818		1775753_at	0.09851057	0.25520256	-1.2196192		1776216_at	0.17855035	0.35418373	1.0705851		1776216_at	0.52159125	0.73900384	1.0764896		1775734_at	0.75990915	0.8892879	-1.0203471
1775756_at	0.63533187	0.80799156	1.1076748		1775752_at	0.17227305	0.36069787	-1.208045		1776215_at	3.28E-05	8.71E-04	1.2223816		1776215_at	0.029647684	0.12805924	1.1282879		1775733_at	0.40023676	0.6834214	1.1997435
1775754_at	0.22794226	0.47653162	1.206223		1775751_at	0.1499518	0.3309672	-1.2189445		1776214_at	4.16E-04	0.003771059	-1.29592		1776214_at	0.29263464	0.5484554	-1.3384042		1775732_at	0.57955503	0.7952242	-1.050463
1775753_at	0.648923	0.81598806	-1.0631388		1775750_at	0.40801212	0.60298145	1.0957475		1776213_at	0.38360566	0.580053	-1.1107904		1776213_at	0.2247889	0.47524813	-1.1036005		1775731_at	0.7643067	0.8912002	1.0331361
1775752_at	0.74877506	0.8728417	-1.0357695		1775749_at	0.7449657	0.85434556	1.0185623		1776212_at	0.12297452	0.2734213	1.0713849		1776212_at	0.6113373	0.8020598	-1.0129708		1775730_at	0.43520573	0.7062631	1.1174082
1775751_at	0.22089007	0.46856338	-1.1853216		1775748_at	0.7211733	0.8388078	-1.0477875		1776211_at	0.022667544	0.074009836	-1.116378		1776211_at	0.026191376	0.1180286	-1.2136426		1775729_at	0.40074533	0.68371564	-1.5212655
1775750_at	0.42226246	0.65722406	1.0835934		1775747_at	0.6986092	0.8240737	-1.0238473		1776210_at	0.002091612	0.012093726	1.1010474		1776210_at	0.59160286	0.7874587	1.0462313		1775728_at	0.10703515	0.5033901	-1.1796687
1775748_at	0.38617432	0.6270575	-1.1366454		1775746_at	0.014490617	0.07776341	1.1177527		1776209_at	0.3849457	0.58103406	-1.0465193		1776209_at	0.22593194	0.4762701	-1.1067477		1775727_at	0.2889219	0.60273045	-1.0654875
1775747_at	0.007444092	0.07736819	-1.3962688		1775745_at	0.13034521	0.3029262	1.1342721		1776208_at	0.4337831	0.62463856	-1.0303335		1776208_at	0.15366574	0.3815631	1.0478867		1775726_at	0.6605178	0.837758	-1.0349824
1775746_at	0.869169	0.9378103	1.0126451		1775744_at	0.06657941	0.19848582	-1.265358		1776207_at	0.7941335	0.8839164	1.0268291		1776207_at	0.5835739	0.7817229	1.060002		1775725_s_at	0.24351956	0.56912243	1.8079265
1775745_at	0.05839365	0.22927551	1.2028342		1775742_at	0.001036195	0.019022077	2.0946178		1776205_at	0.34417638	0.5433631	1.1188557		1776205_at	0.6563141	0.82875293	1.0495154		1775724_at	0.055531293	0.5033901	1.3932585
1775744_at	0.35781297	0.60270983	1.0828744		1775741_at	0.780245	0.87789845	-1.0196604		1776204_at	0.529568	0.7022351	1.0328177		1776204_at	0.47748435	0.70656043	1.0549141		1775723_at	0.8775977	0.9448159	1.0095241
1775742_at	0.07228529	0.25620365	1.4248466		1775740_at	0.27326497	0.47871307	1.1444725		1776203_at	0.45839554	0.6448695	-1.0652688		1776203_at	0.5331189	0.7487922	1.060319		1775722_at	0.048948467	0.5033901	-1.3897778
1775741_at	0.17644086	0.41671067	-1.1807168		1775739_at	0.122646324	0.29186794	-1.3903422		1776202_at	0.61712086	0.76951337	-1.0634118		1776202_at	0.36458525	0.6111363	-1.1066198		1775721_at	0.31116453	0.6201137	1.1203775
1775740_at	0.79050356	0.8968649	1.054684		1775738_at	0.061483454	0.18885164	-2.8269584		1776201_at	0.6726971	0.806619	-1.0343169		1776201_at	0.5434594	0.7557807	-1.0348365		1775720_at	0.51041615	0.75511944	-1.1359464
1775739_at	0.13922301	0.3668359	-1.2893988		1775737_at	0.015916161	0.082095645	1.3952316		1776200_x_at	0.35294646	0.5512361	-1.0856111		1776200_x_at	0.6247422	0.81071955	1.0254481		1775719_at	0.08160928	0.5033901	1.249816
1775738_at	0.08574417	0.28166947	-2.0405207		1775736_at	0.04403918	0.1543598	1.7755079		1776199_at	0.106984615	0.24827519	1.0590422		1776199_at	0.56480527	0.76787657	1.0355781		1775718_at	0.0246771	0.5033901	1.1265161
1775737_at	0.124289855	0.34530032	-1.1700807		1775735_x_at	0.4534333	0.6407011	-1.101183		1776198_at	2.57E-04	0.00277627	1.1910974		1776198_at	0.042236783	0.16460897	1.1903286		1775717_at	0.40979576	0.68746793	-1.2826031
1775736_at	0.15593705	0.39213228	1.4171783		1775734_at	4.93E-04	0.013575932	-1.7569705		1776197_at	0.7354903	0.84680206	1.0319403		1776197_at	0.89181685	0.95238686	1.0160913		1775713_at	0.2991378	0.6104708	-1.1319504
1775735_x_at	0.26714385	0.5169504	-1.2076942		1775733_at	0.5458415	0.7164208	-1.0802219		1776196_at	0.005003996	0.023230104	-1.0355293		1776196_at	0.25630516	0.5108927	-1.0885116		1775712_at	0.3496612	0.6500479	-1.1498172
1775734_at	3.85E-04	0.02522025	-1.8993807		1775732_at	0.11964024	0.2878274	-1.2265409		1776195_at	0.21120495	0.39849192	-1.126968		1776195_at	0.039183877	0.1561639	-1.1357151		1775710_at	0.39330214	0.67847687	1.0802965
1775733_at	0.7435302	0.86955196	1.0387669		1775731_at	0.1684983	0.3557508	-1.1011559		1776194_at	0.15201436	0.31751013	-1.2126449		1776194_at	0.15238379	0.37932804	-1.168855		1775709_at	0.7063539	0.8616796	-1.0261767
1775732_at	0.82389313	0.9147959	1.010021		1775730_at	0.941903	0.97034377	1.0094507		1776193_at	5.88E-04	0.004781171	-1.4133644		1776193_at	0.003973204	0.029897282	-1.3507086		1775708_at	0.33621758	0.6412329	1.1008728
1775731_at	0.87395036	0.94009674	1.0139731		1775729_at	0.0710392	0.20688535	-3.0186687		1776192_at	0.52654886	0.7003998	-1.0409813		1776192_at	0.71591014	0.8627554	-1.024321		1775706_at	0.8996283	0.9537261	1.0143433
1775730_at	0.60566473	0.7881016	1.0253043		1775728_at	0.043638624	0.15328655	-1.1573422		1776191_at	1.46E-04	0.001947023	2.5529492		1776191_at	6.73E-04	0.009639484	4.205046		1775705_at	0.8509342	0.930949	1.0209061
1775729_at	0.7214993	0.8580996	-1.2781302		1775727_at	0.9185144	0.95619243	1.0035104		1776190_at	0.1923577	0.37410304	1.096922		1776190_at	0.5066658	0.72891575	1.0477965		1775704_at	0.06892036	0.5033901	-1.1100881
1775728_at	0.3048192	0.5533571	-1.1268692		1775726_at	0.49973682	0.67945397	-1.0757846		1776189_at	0.11994677	0.26838213	-1.1106985		1776189_at	0.8538432	0.9356094	1.0174106		1775703_at	0.061726585	0.5033901	-1.1697125
1775727_at	0.013502812	0.10680583	1.2016888		1775725_s_at	0.36004284	0.5614634	1.6928042		1776188_at	0.08702102	0.21499713	1.1378555		1776188_at	0.002315168	0.021030888	1.6327461		1775702_at	0.10209047	0.5033901	-1.9185796
1775726_at	0.7760479	0.88887495	-1.0209655		1775724_at	0.99409664	0.996241	1.0011635		1776187_at	0.07689047	0.19599497	-1.0679891		1776187_at	0.64290565	0.82209957	-1.0574914		1775701_at	0.10450854	0.5033901	1.3412406
1775725_s_at	0.29397705	0.54081154	1.7411641		1775723_at	0.4051802	0.6016733	-1.1073908		1776186_at	0.8664952	0.9269501	-1.0024449		1776186_at	0.6894789	0.84770095	1.036754		1775700_at	0.9284177	0.9659843	-1.009489
1775724_at	0.3427509	0.5890451	1.1086969		1775722_at	0.5985167	0.7561774	-1.065599		1776185_at	0.21903309	0.40888172	1.1227057		1776185_at	0.74391085	0.87914544	1.0483031		1775699_at	0.21793179	0.5471752	-1.0797381
1775723_at	0.479096	0.7007914	-1.0465535		1775721_at	0.5898507	0.74978954	-1.0645205		1776184_at	0.5592789	0.725264	-1.0593091		1776184_at	0.8994335	0.9558206	-1.0116546		1775698_at	0.59743595	0.8060993	1.1021659
1775722_at	0.2924949	0.5398554	-1.197472		1775720_at	0.04197167	0.15017273	-1.554816		1776183_at	0.012426921	0.046427827	1.2364118		1776183_at	0.007384288	0.046164475	1.3237817		1775697_at	0.74247056	0.8813599	-1.058631
1775721_at	0.38827896	0.629026	1.0885323		1775719_at	0.026715165	0.11270091	1.1859281		1776182_at	0.88572514	0.9389514	-1.0094919		1776182_at	0.7263831	0.86914647	1.0279926		1775696_at	0.09252559	0.5033901	-1.1878754
1775720_at	0.22153638	0.4692257	-1.4851233		1775718_at	0.041790593	0.14984265	1.3394504		1776181_at	0.9876409	0.9936738	-1.0018686		1776181_at	0.95417035	0.982648	1.0058109		1775694_at	0.55393666	0.78152615	1.0432456
1775719_at	0.3259294	0.57439286	1.0557419		1775717_at	0.014894553	0.07912676	-1.89584		1776180_at	0.37453258	0.5719479	-1.0350593		1776180_at	0.002241498	0.020618767	1.1398981		1775693_at	0.38973343	0.6756713	1.0926509
1775718_at	0.018384563	0.124649286	1.4403626		1775714_at	0.6624388	0.7982737	1.0416515		1776178_at	8.61E-05	0.00140895	1.9906379		1776178_at	5.39E-05	0.002374104	2.5358083		1775692_at	0.31341985	0.6224558	1.2187232
1775717_at	0.006972464	0.07369541	-1.903251		1775713_at	0.046837706	0.15963486	1.1284977		1776177_at	0.13924834	0.29871637	1.151873		1776177_at	0.09656545	0.28836673	1.1228654		1775691_at	0.5114069	0.755162	-1.0812823
1775714_at	0.82940686	0.91797155	-1.0259267		1775712_at	0.091927685	0.24360341	1.3099445		1776176_at	0.678789	0.81148744	-1.0473315		1776176_at	0.7826253	0.90021974	-1.030569		1775690_at	0.8617299	0.9364801	-1.0211273
1775713_at	0.34040344	0.5871082	1.0541778		1775710_at	0.2261438	0.42864373	1.168286		1776175_at	0.69028467	0.81904787	1.0324235		1776175_at	0.8581861	0.9370108	1.0151769		1775688_at	0.6559799	0.8358219	-1.0529938
1775712_at	0.14928082	0.3821156	1.2525519		1775709_at	0.05122377	0.16838786	-1.1228039		1776174_at	4.22E-04	0.003799186	1.2291834		1776174_at	9.69E-04	0.01210564	1.3092635		1775687_at	0.16762204	0.5174875	-1.1720794
1775710_at	0.06520668	0.2421118	1.2396169		1775708_at	0.5321722	0.70539916	1.0433685		1776173_at	0.23068495	0.4236441	-1.0502459		1776173_at	0.25980642	0.5158366	-1.3259816		1775686_at	0.8394199	0.9255525	-1.0223907
1775709_at	0.8999198	0.95347625	-1.0117357		1775707_at	0.001034387	0.019022077	-1.1279767		1776172_at	0.17297795	0.34697193	-1.201125		1776172_at	0.7963339	0.9065543	-1.0357767		1775685_at	0.6913279	0.8538588	-1.032835
1775708_at	0.752796	0.87507236	-1.0264142		1775706_at	0.41089588	0.60482407	-1.0927758		1776171_at	0.0011968	0.007969918	1.2028904		1776171_at	0.026413014	0.11853857	1.1765655		1775683_at	0.11228218	0.5033901	1.5091684
1775707_at	0.63982	0.81034523	1.0450903		1775705_at	0.11602669	0.2821976	1.3302169		1776170_at	0.002825267	0.015057889	1.1273907		1776170_at	0.35276303	0.60093445	-1.2104301		1775681_at	0.6613743	0.8379053	1.0180088
1775706_at	0.76913536	0.88497823	-1.0359738		1775704_at	0.001787446	0.02547691	1.2814952		1776169_at	0.45702505	0.6436873	-1.055662		1776169_at	0.8700668	0.94260836	-1.0183034		1775680_at	0.24660285	0.5712413	1.038417
